relpath,class,label
ModerateDemented/23422626-3171-43ff-835f-c07820cc790b.jpg,ModerateDemented,3
MildDemented/b0f409b2-0d42-419b-aea5-b3830f926b33.jpg,MildDemented,2
MildDemented/0a623e21-da2a-422d-90ae-2fd10760f07d.jpg,MildDemented,2
MildDemented/82da21e7-e3ca-4225-afac-b3774ac75736.jpg,MildDemented,2
MildDemented/30 (13).jpg,MildDemented,2
ModerateDemented/aug_8223_13b5a503-9880-4504-b0ec-eb6a2289d954.jpg,ModerateDemented,3
VeryMildDemented/403a1cec-e666-40f4-aa4e-181ebf0db599.jpg,VeryMildDemented,1
MildDemented/02b2f082-25d8-4329-843a-3babaa4088f1.jpg,MildDemented,2
VeryMildDemented/verymildDem126.jpg,VeryMildDemented,1
ModerateDemented/aug_8526_3e0d8ca4-d56e-4564-9637-6235d44d7ceb.jpg,ModerateDemented,3
VeryMildDemented/df847285-e7b4-4340-a695-f244cc006c36.jpg,VeryMildDemented,1
NonDemented/1ab103c3-747e-42a8-b786-a43a1f2c8e39.jpg,NonDemented,0
VeryMildDemented/c0b22716-af01-4fd8-8494-22cae346acd7.jpg,VeryMildDemented,1
NonDemented/77c9bb7b-4fb0-4bfc-bb78-eac080e42aa6.jpg,NonDemented,0
MildDemented/c599e54d-7521-4f33-a9d7-70d498bbb8f7.jpg,MildDemented,2
MildDemented/75dd63ad-74fb-4c9a-8a62-42abaec2e59b.jpg,MildDemented,2
VeryMildDemented/0e475759-6134-4061-8c0a-b5df11f347cd.jpg,VeryMildDemented,1
NonDemented/nonDem19.jpg,NonDemented,0
NonDemented/nonDem2.jpg,NonDemented,0
NonDemented/cfdca460-6535-47e7-8840-3ddee85dfd45.jpg,NonDemented,0
ModerateDemented/aug_9638_3b88745b-b155-40e6-95e7-296c73f663c0.jpg,ModerateDemented,3
NonDemented/1aab871b-f13e-4c8d-bdb4-bb7f8959c508.jpg,NonDemented,0
MildDemented/eca142b0-5808-4061-a72c-71cfaa62e1e0.jpg,MildDemented,2
MildDemented/b036bf81-0765-4729-b6cc-1a326112e150.jpg,MildDemented,2
MildDemented/f8cf2f1a-0100-4ae6-92e7-f042456d3797.jpg,MildDemented,2
NonDemented/41abdb9b-3fde-495d-9492-cbbba10f0bcb.jpg,NonDemented,0
NonDemented/ac758aec-211e-424a-a6ab-203a5ee8d8b4.jpg,NonDemented,0
MildDemented/7a3bdc17-d176-4b11-b8d5-ee35aa3de10b.jpg,MildDemented,2
VeryMildDemented/591c4b27-b538-4bd2-a28b-1782ebaa5e16.jpg,VeryMildDemented,1
VeryMildDemented/1c6fed24-dd00-46bd-b45b-272003238723.jpg,VeryMildDemented,1
NonDemented/e3696809-7b14-4972-a9b1-47d23c4332af.jpg,NonDemented,0
ModerateDemented/1221c67c-32ae-4663-b26d-58770ff0edc5.jpg,ModerateDemented,3
VeryMildDemented/verymildDem1398.jpg,VeryMildDemented,1
MildDemented/7108b2f7-3fa3-4ab3-9a57-6a79a9a43cad.jpg,MildDemented,2
MildDemented/0fededbf-6400-42da-be2c-2b9db73eacc8.jpg,MildDemented,2
MildDemented/6584403f-6933-44c1-813f-fe4d96f359f9.jpg,MildDemented,2
NonDemented/d63c7754-219c-49c3-a69e-df4d30774c8f.jpg,NonDemented,0
MildDemented/e3800f52-608d-45dc-a215-f7535e8ea732.jpg,MildDemented,2
ModerateDemented/aug_8423_f683548c-a987-470e-be52-becdb1c9c4e9.jpg,ModerateDemented,3
NonDemented/814804d8-456c-4670-946b-91153ec90d86.jpg,NonDemented,0
ModerateDemented/aug_9625_bd496881-cd10-4061-9f85-6ae0ce3b3cca.jpg,ModerateDemented,3
VeryMildDemented/3125c4b0-ec79-457d-b0de-b6b044c012e1.jpg,VeryMildDemented,1
ModerateDemented/51367d68-ef89-457e-8bb1-67ec403ddb96.jpg,ModerateDemented,3
NonDemented/d56a6704-fbde-4abe-b2be-a68d2f00107d.jpg,NonDemented,0
MildDemented/029036ea-ad09-4a2a-ae39-2278a7a429d3.jpg,MildDemented,2
VeryMildDemented/ce83cabb-b407-4e98-acf4-22d82c21501d.jpg,VeryMildDemented,1
MildDemented/4db23c04-330f-4ed2-aab9-2746ddc0d34e.jpg,MildDemented,2
VeryMildDemented/c17e8972-d55c-429f-b9fa-946c349716ed.jpg,VeryMildDemented,1
VeryMildDemented/b13d05d0-d6b6-4dfd-a19a-7aaf23314de3.jpg,VeryMildDemented,1
NonDemented/nonDem2268.jpg,NonDemented,0
VeryMildDemented/verymildDem237.jpg,VeryMildDemented,1
NonDemented/48d19cc3-c435-465b-b9d1-9caa7d478ad1.jpg,NonDemented,0
NonDemented/nonDem564.jpg,NonDemented,0
VeryMildDemented/d6457a12-fb9d-4894-bcc7-f9e913c748f7.jpg,VeryMildDemented,1
NonDemented/nonDem247.jpg,NonDemented,0
VeryMildDemented/892e0ce5-e6ab-4e5a-ad26-9ce15e70ec62.jpg,VeryMildDemented,1
VeryMildDemented/917920c4-e98a-4785-8586-9a0326f2078c.jpg,VeryMildDemented,1
NonDemented/nonDem1294.jpg,NonDemented,0
ModerateDemented/aug_7025_a6d6f3d6-1174-49c6-81aa-c036643d235e.jpg,ModerateDemented,3
VeryMildDemented/d5b94fbd-58e1-40bb-9589-07551a94825e.jpg,VeryMildDemented,1
MildDemented/mildDem612.jpg,MildDemented,2
NonDemented/nonDem588.jpg,NonDemented,0
MildDemented/ac8f0841-84f5-4f23-83be-e15b6b35b1c6.jpg,MildDemented,2
VeryMildDemented/verymildDem914.jpg,VeryMildDemented,1
VeryMildDemented/cf24c86a-6e8b-4787-9c46-37d1379045c3.jpg,VeryMildDemented,1
VeryMildDemented/verymildDem805.jpg,VeryMildDemented,1
ModerateDemented/3a035027-1745-434b-bb72-8897365ef66a.jpg,ModerateDemented,3
NonDemented/e58a649b-9b4a-4a11-88d9-09059de221c0.jpg,NonDemented,0
NonDemented/0c0431bb-6487-4483-b834-1095c0cf1e8b.jpg,NonDemented,0
MildDemented/d2b107a0-a53e-4085-b182-6eb09a993708.jpg,MildDemented,2
NonDemented/b8f2702f-5c88-4826-913a-f49781f91bae.jpg,NonDemented,0
VeryMildDemented/verymildDem1184.jpg,VeryMildDemented,1
ModerateDemented/a5af0a1b-fa84-47d6-a368-91c55192c1f4.jpg,ModerateDemented,3
NonDemented/0c463223-9c0d-42f6-b0a5-1ecc8858c375.jpg,NonDemented,0
VeryMildDemented/5b4c9e63-e12c-41e1-b2ca-8b8f68326af0.jpg,VeryMildDemented,1
NonDemented/nonDem2271.jpg,NonDemented,0
ModerateDemented/318c607b-ac72-49be-a18a-c30d70183d18.jpg,ModerateDemented,3
MildDemented/04a69728-a6c6-46d2-94f9-eb94ff27b622.jpg,MildDemented,2
MildDemented/0deacbd8-e0b4-4625-ab2c-7adc42143493.jpg,MildDemented,2
MildDemented/fdab3834-ce6d-45fd-b8ba-610487430792.jpg,MildDemented,2
ModerateDemented/aug_6833_8e47ea1b-a4a1-4620-bd07-0aa7ac47e1ef.jpg,ModerateDemented,3
MildDemented/mildDem692.jpg,MildDemented,2
VeryMildDemented/verymildDem1602.jpg,VeryMildDemented,1
MildDemented/21796325-69c3-4e41-bdf7-9b87cc5e520d.jpg,MildDemented,2
NonDemented/934ec03b-5a67-4f5b-816d-8c49f76d3d79.jpg,NonDemented,0
MildDemented/7c8752eb-827e-4a63-a0d4-56d3f890dfd7.jpg,MildDemented,2
MildDemented/cd2d1a17-70fa-49b5-9760-ef93e00aa847.jpg,MildDemented,2
ModerateDemented/9da7692c-05f9-4ebf-838d-ed1556560582.jpg,ModerateDemented,3
ModerateDemented/f794a442-4666-4fe7-90dd-e66f54b95a8d.jpg,ModerateDemented,3
MildDemented/77a6ddbe-5525-4357-86c0-ff348506c544.jpg,MildDemented,2
ModerateDemented/aug_9291_7a22f54d-2841-4756-ac41-4f58f02b3f07.jpg,ModerateDemented,3
ModerateDemented/1e3b49af-2e29-4f5d-846a-a967b6aa0795.jpg,ModerateDemented,3
MildDemented/b90c7707-0f78-43b2-918e-6a9366f15586.jpg,MildDemented,2
VeryMildDemented/84f59b2a-7232-42d0-92a3-6d8fb9acdd3c.jpg,VeryMildDemented,1
MildDemented/29 (14).jpg,MildDemented,2
MildDemented/a3d27f89-a4d4-403f-80af-69852f7b0433.jpg,MildDemented,2
VeryMildDemented/verymildDem1099.jpg,VeryMildDemented,1
VeryMildDemented/32 (43).jpg,VeryMildDemented,1
NonDemented/79507e50-a167-4a4c-a3c7-4255b9c490a1.jpg,NonDemented,0
ModerateDemented/aug_8861_2fc28172-dcd9-433e-855b-005c8f419bd3.jpg,ModerateDemented,3
MildDemented/6e1cf055-e9f1-452f-9f4d-d728ba3a1561.jpg,MildDemented,2
MildDemented/2b96e858-172d-4af2-89f7-3c408d8cf98d.jpg,MildDemented,2
VeryMildDemented/8bd3d501-c42d-441a-aab0-b1c779bc51d2.jpg,VeryMildDemented,1
MildDemented/a188665d-7142-4ae6-be06-7bc57b0f9076.jpg,MildDemented,2
NonDemented/35de0109-0abe-4c3d-9c4c-2239b3eb5596.jpg,NonDemented,0
MildDemented/17162b23-4874-4c4d-b9a9-f9ce58932ea3.jpg,MildDemented,2
VeryMildDemented/verymildDem51.jpg,VeryMildDemented,1
ModerateDemented/aug_7399_16c2596a-b54e-445b-be07-705375b0ccc2.jpg,ModerateDemented,3
MildDemented/3111cf43-b38e-49b1-bd48-f70c7f2c2981.jpg,MildDemented,2
VeryMildDemented/8afb2961-5b91-4a19-87b9-ae818df4b88f.jpg,VeryMildDemented,1
ModerateDemented/9c32324b-c5f0-4700-bbb4-d512f8e99a7a.jpg,ModerateDemented,3
MildDemented/fb0e6dcb-7be9-4685-a900-df14e9e41ac3.jpg,MildDemented,2
VeryMildDemented/2482764f-e378-46bc-80d7-3ff78b08e9c9.jpg,VeryMildDemented,1
VeryMildDemented/verymildDem1317.jpg,VeryMildDemented,1
ModerateDemented/aug_7249_1d0a795d-4d4b-43ce-ba4e-ce9b9d81620e.jpg,ModerateDemented,3
NonDemented/6ab79ab6-39bb-46b3-9449-596c42e961b6.jpg,NonDemented,0
ModerateDemented/aug_8469_5b82295a-e872-4e4c-bf48-4b7092600c54.jpg,ModerateDemented,3
MildDemented/0e8c634e-3d8c-4664-99bb-0701afe34464.jpg,MildDemented,2
NonDemented/75c6f6b6-a370-4b58-b6b1-5c62b34c3129.jpg,NonDemented,0
MildDemented/61e04903-8389-4007-902b-1e339d4fe264.jpg,MildDemented,2
ModerateDemented/9b25c01c-aea7-41e6-a19d-310bb9440039.jpg,ModerateDemented,3
MildDemented/mildDem647.jpg,MildDemented,2
VeryMildDemented/59e5db8c-0324-48b9-9952-80483ba90d70.jpg,VeryMildDemented,1
NonDemented/6a868bfd-0fa3-4b26-91ab-8390c6f44d51.jpg,NonDemented,0
VeryMildDemented/41e49b1d-a874-41d9-8858-d7a4bd52b81c.jpg,VeryMildDemented,1
ModerateDemented/39dcb23e-e3ec-4b63-8a51-41c8f1146ccb.jpg,ModerateDemented,3
NonDemented/27 (33).jpg,NonDemented,0
ModerateDemented/aug_9738_e4cc6e1b-9ff2-4aea-ab00-1a5e42152e66.jpg,ModerateDemented,3
MildDemented/703fe1e8-ada3-4a1e-9fe8-1c579be549a6.jpg,MildDemented,2
ModerateDemented/23dd70e1-a1f3-4f2c-924d-b852fd7c8221.jpg,ModerateDemented,3
NonDemented/nonDem0.jpg,NonDemented,0
MildDemented/de97718b-5eca-4749-a704-a0ff4c035008.jpg,MildDemented,2
VeryMildDemented/7c267c1c-c148-4944-8120-dc34bd41ca03.jpg,VeryMildDemented,1
NonDemented/nonDem1245.jpg,NonDemented,0
VeryMildDemented/9ee88280-7b12-4a1c-a0ed-62ee6463f265.jpg,VeryMildDemented,1
ModerateDemented/aug_9176_0c2fddbf-54f1-491a-b236-8c7fbd213d7a.jpg,ModerateDemented,3
VeryMildDemented/0814eff3-c470-4dd0-9c2f-3d805ea893a2.jpg,VeryMildDemented,1
VeryMildDemented/a38168e6-121a-48a6-a975-eac5ad77aacc.jpg,VeryMildDemented,1
NonDemented/83979c90-8f34-485b-87e9-bb14850dc803.jpg,NonDemented,0
NonDemented/bbe7c9fd-9b02-496c-a53b-78d9442373bc.jpg,NonDemented,0
ModerateDemented/21915f6f-696f-4c0a-b086-997da60faddd.jpg,ModerateDemented,3
VeryMildDemented/903e301e-cee6-4bcf-ac86-92136196b882.jpg,VeryMildDemented,1
MildDemented/mildDem199.jpg,MildDemented,2
MildDemented/befa665e-b9e9-4b82-85b9-c43ab817c5e8.jpg,MildDemented,2
NonDemented/nonDem1450.jpg,NonDemented,0
VeryMildDemented/a8e1c7e3-80dc-42a3-a04f-89a6a25f20fa.jpg,VeryMildDemented,1
NonDemented/9950c514-12f6-4298-9780-176be6c217c5.jpg,NonDemented,0
VeryMildDemented/d40846d8-e241-4add-928f-1c60b652c60c.jpg,VeryMildDemented,1
MildDemented/caecc7db-7058-4174-bf54-c173b87244be.jpg,MildDemented,2
ModerateDemented/aug_9926_4e599ba8-b5b9-4e86-99a5-9b46a48c5678.jpg,ModerateDemented,3
NonDemented/5e22236a-a434-440d-9e5f-cf3e99cf0732.jpg,NonDemented,0
NonDemented/nonDem1967.jpg,NonDemented,0
ModerateDemented/090d6020-99ea-41ea-875e-901f3c947400.jpg,ModerateDemented,3
ModerateDemented/aug_7837_2497c462-3bb2-46b0-b7c6-b98063b7e9aa.jpg,ModerateDemented,3
ModerateDemented/f8c1f0e5-42e9-47e8-83f7-b65c49b6af98.jpg,ModerateDemented,3
NonDemented/27 (36).jpg,NonDemented,0
ModerateDemented/aug_9520_27ad2c20-fbd2-42a3-b98f-75c56a88dcae.jpg,ModerateDemented,3
VeryMildDemented/verymildDem1314.jpg,VeryMildDemented,1
VeryMildDemented/359d0fa1-1b3a-4bd4-a63a-90590ea7c6eb.jpg,VeryMildDemented,1
MildDemented/7575c8da-7bfc-46bf-9a80-af0abb3db2e3.jpg,MildDemented,2
MildDemented/abbb2d7b-b43d-410c-a52d-567b5899682e.jpg,MildDemented,2
VeryMildDemented/verymildDem1215.jpg,VeryMildDemented,1
VeryMildDemented/ba128674-ee72-4d49-b5b2-c5323617d8e4.jpg,VeryMildDemented,1
NonDemented/30 (39).jpg,NonDemented,0
ModerateDemented/4254399e-3dd9-4405-9364-ab563432c1c7.jpg,ModerateDemented,3
VeryMildDemented/71bb6e84-8b51-4924-8812-cce46ee56de6.jpg,VeryMildDemented,1
NonDemented/nonDem1115.jpg,NonDemented,0
MildDemented/72d65a43-88ca-469a-bfa7-4da09c5f7ba7.jpg,MildDemented,2
MildDemented/4dc8c92e-670c-411d-a437-5407565aba64.jpg,MildDemented,2
VeryMildDemented/34233f0b-4b9b-4b61-92b0-55a00c7eac0a.jpg,VeryMildDemented,1
VeryMildDemented/9e5d7e0d-bcc8-4094-906b-7d4437dbaeee.jpg,VeryMildDemented,1
ModerateDemented/ae98ab51-310a-48e1-9530-1aa094d5a32c.jpg,ModerateDemented,3
NonDemented/nonDem1432.jpg,NonDemented,0
MildDemented/792057ce-75e5-4b69-bc46-9351cda86c59.jpg,MildDemented,2
VeryMildDemented/6c7b1392-d68b-4988-8dc7-de954d2067ae.jpg,VeryMildDemented,1
NonDemented/15ce7f4a-7840-4bee-b0c7-b1677fae0295.jpg,NonDemented,0
NonDemented/3cf5188c-c521-45a9-8d4a-ddd072147eb3.jpg,NonDemented,0
VeryMildDemented/verymildDem1166.jpg,VeryMildDemented,1
MildDemented/f7a0f1d0-176d-4fa1-b5df-84f0c64a2dce.jpg,MildDemented,2
VeryMildDemented/de668f13-e247-4956-8403-10b7fa8f9f47.jpg,VeryMildDemented,1
MildDemented/9ee9cd73-0bf2-4f1b-9dac-0cc2634bdc87.jpg,MildDemented,2
ModerateDemented/d54826f5-c9d8-4d26-9fb7-a375391d35b6.jpg,ModerateDemented,3
MildDemented/e0b550c5-d0eb-4660-b97c-6e259f39657e.jpg,MildDemented,2
VeryMildDemented/c73092dc-d810-4e76-9aec-240bad299fed.jpg,VeryMildDemented,1
ModerateDemented/aug_9070_1993de5f-f7c4-4ecd-b029-a8cb92dd366e.jpg,ModerateDemented,3
VeryMildDemented/b830f0d0-8134-49d6-9b4b-96988a559a66.jpg,VeryMildDemented,1
VeryMildDemented/afbb80f7-bd4b-4f89-8ce6-806d29120185.jpg,VeryMildDemented,1
VeryMildDemented/a1a9b11c-9896-4b6a-8aa4-780814195a80.jpg,VeryMildDemented,1
NonDemented/b740d598-60aa-4b09-8d33-5d89a027aee8.jpg,NonDemented,0
MildDemented/4d623ebf-3928-4589-b550-731b955aaf20.jpg,MildDemented,2
NonDemented/dada1703-4a9a-4e05-be15-e52760769ca5.jpg,NonDemented,0
VeryMildDemented/verymildDem1524.jpg,VeryMildDemented,1
VeryMildDemented/fa34cffb-ce88-4147-ad5d-faf1f9f863a7.jpg,VeryMildDemented,1
ModerateDemented/25f473bb-fdbb-492e-bc24-c497fce3ef77.jpg,ModerateDemented,3
ModerateDemented/aug_6864_6b86f85b-6b88-460f-8f1a-cfa66965712b.jpg,ModerateDemented,3
ModerateDemented/1787c4cd-c708-46e9-80e3-212477606d12.jpg,ModerateDemented,3
NonDemented/nonDem1140.jpg,NonDemented,0
NonDemented/aa2f4263-6d5e-4916-91d3-cc70e33877e1.jpg,NonDemented,0
MildDemented/bcba5715-57a8-44a6-b63b-16163686fff4.jpg,MildDemented,2
ModerateDemented/aug_8103_3ae3485d-e860-445b-911c-cc9378118164.jpg,ModerateDemented,3
VeryMildDemented/551461d1-0a3d-4b2a-9b33-0949babe9dc6.jpg,VeryMildDemented,1
VeryMildDemented/8ae8f673-d916-4740-b5be-9c3be743f123.jpg,VeryMildDemented,1
VeryMildDemented/b190b445-61a4-4dcf-b859-b89cf8cd7aa8.jpg,VeryMildDemented,1
ModerateDemented/aug_7240_e2593e92-109e-4762-bdc7-230b625b4bae.jpg,ModerateDemented,3
ModerateDemented/aug_7250_77def0d2-530d-4872-9750-dff297a5e5d2.jpg,ModerateDemented,3
NonDemented/8c1072b5-2914-4a47-932e-6eca84bd0619.jpg,NonDemented,0
NonDemented/9fc88a31-09d1-4bc7-a718-ff41f859e37b.jpg,NonDemented,0
NonDemented/caf5fddf-375f-4ab1-b7b3-2eb8a1e56072.jpg,NonDemented,0
NonDemented/1e38974b-fea5-4d6e-833c-5e3423d523c4.jpg,NonDemented,0
VeryMildDemented/475f54a8-acdb-4b37-b1a1-1ba9b7e087e3.jpg,VeryMildDemented,1
NonDemented/4683a649-1508-432c-9933-5c89b0977163.jpg,NonDemented,0
ModerateDemented/a15e39ae-9ac6-4a09-8920-25ec0964503e.jpg,ModerateDemented,3
ModerateDemented/aug_8116_99b104a0-989d-4f88-905e-52fb7308b340.jpg,ModerateDemented,3
VeryMildDemented/84395748-9b24-4133-95e7-c8f4fd783e89.jpg,VeryMildDemented,1
VeryMildDemented/4903f6b6-0a73-4ba6-9176-17bcb7ce9bfb.jpg,VeryMildDemented,1
NonDemented/nonDem1310.jpg,NonDemented,0
ModerateDemented/aug_9545_cb05ea15-d52d-4179-a6da-b3d72e881ff9.jpg,ModerateDemented,3
NonDemented/563ff988-98ab-4362-a267-c30967234a7e.jpg,NonDemented,0
MildDemented/41c451c7-e13c-4533-b0df-0e7ce98a01c9.jpg,MildDemented,2
VeryMildDemented/verymildDem1638.jpg,VeryMildDemented,1
